Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Re,Ta,Thickness,Hardness,Modulus,ravg,delta,dHmix,ENavg,dEN,N,Compo
467,-15,-5,14.011625,0,0,0,0,18.857375,15.7975,51.3335,0,0,0,0,0,0,0,917.715,7.979,143.86,0.146989413,0.110965523,-41.02988745,1.568651075,0.262284322,4,Zr/Cu/Ni/Al
468,-15,5,15.657625,0,0,0,0,17.723375,17.7875,48.8315,0,0,0,0,0,0,0,902.535,8.199,148.92,0.146419653,0.110555123,-40.45977769,1.578025675,0.261097422,4,Zr/Cu/Ni/Al
469,-15,15,17.303625,0,0,0,0,16.589375,19.7775,46.3295,0,0,0,0,0,0,0,887.355,8.367,156.25,0.145849893,0.109996377,-39.74130194,1.587400275,0.259566746,4,Zr/Cu/Ni/Al
470,-15,25,18.39325,0,0,0,0,16.173,22.79875,42.635,0,0,0,0,0,0,0,859.725,8.538,155.44,0.144769698,0.110191387,-38.45493345,1.605257375,0.259099973,4,Zr/Cu/Ni/Al
471,-15,35,18.263653,0,0,0,0,14.81309,24.811256,42.112001,0,0,0,0,0,0,0,849.25538,8.576,150.69,0.144613236,0.11004224,-37.34975214,1.60847831,0.259251886,4,Zr/Cu/Ni/Al
472,-5,-35,8.6544007,0,0,0,0,17.882218,9.3809304,64.082451,0,0,0,0,0,0,0,1000.7412,7.181,120.38,0.150549727,0.10573293,-38.87779455,1.511420491,0.253980472,4,Zr/Cu/Ni/Al
473,-5,-25,9.578875,0,0,0,0,17.816125,11.3125,61.2925,0,0,0,0,0,0,0,994.025,7.423,130.54,0.149741798,0.107473077,-39.33797485,1.524635625,0.257516152,4,Zr/Cu/Ni/Al
474,-5,-15,11.224875,0,0,0,0,16.682125,13.3025,58.7905,0,0,0,0,0,0,0,978.845,7.719,129.07,0.149172038,0.107701987,-39.38469598,1.534010225,0.257912041,4,Zr/Cu/Ni/Al
475,-5,-5,12.870875,0,0,0,0,15.548125,15.2925,56.2885,0,0,0,0,0,0,0,963.665,8.206,121.39,0.148602278,0.107796058,-39.28305112,1.543384825,0.257966873,4,Zr/Cu/Ni/Al
476,-5,5,14.516875,0,0,0,0,14.414125,17.2825,53.7865,0,0,0,0,0,0,0,948.485,8.247,124.32,0.148032518,0.10775251,-39.03304028,1.552759425,0.257680864,4,Zr/Cu/Ni/Al
477,-5,15,15.38395,0,0,0,0,14.2848,20.71625,49.615,0,0,0,0,0,0,0,915.875,8.347,138.39,0.146748149,0.109446041,-38.36889693,1.574009525,0.260540845,4,Zr/Cu/Ni/Al
478,-5,25,16.13975,0,0,0,0,14.299,24.35625,45.205,0,0,0,0,0,0,0,880.775,8.667,136.19,0.145361693,0.11065834,-37.27040258,1.596956125,0.261960462,4,Zr/Cu/Ni/Al
479,-5,35,15.955141,0,0,0,0,13.13812,27.753603,43.153135,0,0,0,0,0,0,0,858.22485,8.886,125.72,0.144671192,0.111027447,-35.686897,1.609071015,0.262671435,4,Zr/Cu/Ni/Al
480,5,-35,7.9090307,0,0,0,0,14.085934,8.775254,69.229782,0,0,0,0,0,0,0,1045.556,6.73,111.81,0.152301903,0.099311772,-35.14941352,1.48386266,0.241708186,4,Zr/Cu/Ni/Al
481,5,-25,8.438125,0,0,0,0,14.506875,10.8075,66.2475,0,0,0,0,0,0,0,1039.975,6.834,127.62,0.151354663,0.102498426,-36.12471189,1.499369375,0.248684941,4,Zr/Cu/Ni/Al
482,5,-15,10.084125,0,0,0,0,13.372875,12.7975,63.7455,0,0,0,0,0,0,0,1024.795,7.393,125.22,0.150784903,0.103092172,-36.49153193,1.508743975,0.250043945,4,Zr/Cu/Ni/Al
483,5,-5,11.61885,0,0,0,0,12.3824,14.99375,61.005,0,0,0,0,0,0,0,1007.125,8.061,117.18,0.150113056,0.103948873,-36.73449261,1.519815075,0.251889863,4,Zr/Cu/Ni/Al
484,5,5,12.37465,0,0,0,0,12.3966,18.63375,56.595,0,0,0,0,0,0,0,972.025,8.053,129.82,0.1487266,0.107075521,-36.85182261,1.542761675,0.258219696,4,Zr/Cu/Ni/Al
485,5,15,13.13045,0,0,0,0,12.4108,22.27375,52.185,0,0,0,0,0,0,0,936.925,8.274,141.39,0.147340144,0.109411662,-36.5562337,1.565708275,0.262398984,4,Zr/Cu/Ni/Al
486,5,25,13.88625,0,0,0,0,12.425,25.91375,47.775,0,0,0,0,0,0,0,901.825,8.564,135.07,0.145953688,0.110965861,-35.84772589,1.588654875,0.264529676,4,Zr/Cu/Ni/Al
487,5,35,13.646629,0,0,0,0,11.463151,30.695951,44.19427,0,0,0,0,0,0,0,867.19432,8.417,142.24,0.144729153,0.112000982,-34.00583875,1.609663771,0.26604572,4,Zr/Cu/Ni/Al
488,15,-35,7.1636606,0,0,0,0,10.28965,8.1695777,74.377112,0,0,0,0,0,0,0,1090.3708,6.133,120.36,0.154054078,0.091346294,-30.50542553,1.456304817,0.225434569,4,Zr/Cu/Ni/Al
489,15,-25,7.297375,0,0,0,0,11.197625,10.3025,71.2025,0,0,0,0,0,0,0,1085.925,6.709,131.34,0.152967528,0.096334317,-32.08522012,1.474103125,0.236848188,4,Zr/Cu/Ni/Al
490,15,-15,8.60955,0,0,0,0,10.4942,12.91125,67.985,0,0,0,0,0,0,0,1063.275,6.967,134.59,0.152091507,0.098804801,-32.98347506,1.488567225,0.24260557,4,Zr/Cu/Ni/Al
491,15,-5,9.36535,0,0,0,0,10.5084,16.55125,63.575,0,0,0,0,0,0,0,1028.175,7.382,134.63,0.150705051,0.103101205,-33.9037105,1.511513825,0.252032606,4,Zr/Cu/Ni/Al
492,15,5,10.12115,0,0,0,0,10.5226,20.19125,59.165,0,0,0,0,0,0,0,993.075,7.673,143.94,0.149318595,0.106562575,-34.41102703,1.534460425,0.259095183,4,Zr/Cu/Ni/Al
493,15,15,10.87695,0,0,0,0,10.5368,23.83125,54.755,0,0,0,0,0,0,0,957.975,8.06,153.3,0.147932139,0.109229553,-34.50542465,1.557407025,0.263983144,4,Zr/Cu/Ni/Al
494,15,25,11.63275,0,0,0,0,10.551,27.47125,50.345,0,0,0,0,0,0,0,922.875,8.044,150.62,0.146545683,0.111119035,-34.18690337,1.580353625,0.26681603,4,Zr/Cu/Ni/Al
495,15,35,11.338116,0,0,0,0,9.7881811,33.638299,45.235404,0,0,0,0,0,0,0,876.16379,7.863,155.09,0.144787109,0.112963153,-32.3065728,1.610256481,0.269376434,4,Zr/Cu/Ni/Al
496,25,-35,6.0898335,0,0,0,0,6.8981928,7.44408,79.567894,0,0,0,0,0,0,0,1139.9403,6.145,119.68,0.155759614,0.082100558,-25.04101546,1.429492312,0.20558951,4,Zr/Cu/Ni/Al
497,25,-25,5.7775671,0,0,0,0,8.2497111,9.3746065,76.598115,0,0,0,0,0,0,0,1144.2159,6.445,126.81,0.154662502,0.088730195,-27.09804594,1.447460765,0.221229982,4,Zr/Cu/Ni/Al
498,25,-15,6.2564,0,0,0,0,8.7686,12.38,72.595,0,0,0,0,0,0,0,1120.5,6.732,129.07,0.153357702,0.094730176,-29.07847507,1.4689418,0.235202858,4,Zr/Cu/Ni/Al
499,25,-5,7.0122,0,0,0,0,8.7828,16.02,68.185,0,0,0,0,0,0,0,1085.4,7.133,129.02,0.151971246,0.099829532,-30.56374985,1.4918884,0.246746895,4,Zr/Cu/Ni/Al
500,25,5,7.768,0,0,0,0,8.797,19.66,63.775,0,0,0,0,0,0,0,1050.3,7.36,138.19,0.15058479,0.104037047,-31.63610571,1.514835,0.255723645,4,Zr/Cu/Ni/Al
501,25,15,9.157,0,0,0,0,9.0446667,23.053333,58.745,0,0,0,0,0,0,0,999.76667,7.722,148.27,0.14907551,0.107397805,-32.82050347,1.539502661,0.261943236,4,Zr/Cu/Ni/Al
502,25,25,9.8455158,0,0,0,0,8.9194879,27.896536,53.33846,0,0,0,0,0,0,0,947.79796,7.19,142.99,0.147344319,0.110553405,-32.74103125,1.568310725,0.267521744,4,Zr/Cu/Ni/Al
503,25,35,9.2222832,0,0,0,0,8.0942464,35.435178,47.248293,0,0,0,0,0,0,0,893.49977,7.301,149.72,0.145204935,0.11350912,-30.89660082,1.604749545,0.272214806,4,Zr/Cu/Ni/Al
504,35,-25,2.7350666,0,0,0,0,6.4550831,6.9843277,83.825523,0,0,0,0,0,0,0,1251.9889,5.969,108.26,0.156717286,0.078429603,-20.11784567,1.414908342,0.198347793,4,Zr/Cu/Ni/Al
505,35,-15,3.5105133,0,0,0,0,7.0833363,9.8741736,79.531977,0,0,0,0,0,0,0,1221.0436,6.551,113.99,0.155354949,0.08627152,-23.30123555,1.43719558,0.217188591,4,Zr/Cu/Ni/Al
506,35,-5,5.4134914,0,0,0,0,7.5205114,13.067284,73.998713,0,0,0,0,0,0,0,1157.9828,7.087,109.71,0.153745971,0.093223488,-27.083348,1.463260258,0.23289587,4,Zr/Cu/Ni/Al
507,35,5,7.3164695,0,0,0,0,7.9576865,16.260394,68.46545,0,0,0,0,0,0,0,1094.922,7.345,119.72,0.152136993,0.09882392,-30.08992989,1.489324942,0.244849653,4,Zr/Cu/Ni/Al
508,35,15,9.2194476,0,0,0,0,8.3948616,19.453504,62.932186,0,0,0,0,0,0,0,1031.8611,7.722,132.63,0.150528014,0.103234957,-32.32098073,1.515389613,0.253581315,4,Zr/Cu/Ni/Al
509,35,25,9.8930828,0,0,0,0,8.2641962,24.302504,57.540217,0,0,0,0,0,0,0,980.25514,7.75,129.78,0.14879971,0.107430478,-32.69838149,1.544157243,0.262016114,4,Zr/Cu/Ni/Al
510,-28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,458.3,12.669,183.23,0.125,0,0,1.66,0,1,Cr
511,-25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,446,12.642,177.98,0.125,0,0,1.66,0,1,Cr
512,-22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,433.7,12.828,164.4,0.125,0,0,1.66,0,1,Cr
513,-18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,417.3,12.002,207.53,0.125,0,0,1.66,0,1,Cr
514,-15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,405,11.795,200.64,0.125,0,0,1.66,0,1,Cr
515,-12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,396,11.93,190.34,0.125,0,0,1.66,0,1,Cr
516,-8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,384,12.667,188.94,0.125,0,0,1.66,0,1,Cr
517,-5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,375,12.354,180.37,0.125,0,0,1.66,0,1,Cr
518,-2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,360.6,12.745,170.81,0.125,0,0,1.66,0,1,Cr
519,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,341.4,12.257,205.73,0.125,0,0,1.66,0,1,Cr
520,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,327,12.469,203.11,0.125,0,0,1.66,0,1,Cr
521,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,318.9,12.672,197.11,0.125,0,0,1.66,0,1,Cr
522,12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,308.1,12.876,187.63,0.125,0,0,1.66,0,1,Cr
523,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,300,13.113,184.13,0.125,0,0,1.66,0,1,Cr
524,18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,292.2,13.7,172.83,0.125,0,0,1.66,0,1,Cr
525,22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281.8,13.373,207.26,0.125,0,0,1.66,0,1,Cr
526,25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,274,13.621,203.57,0.125,0,0,1.66,0,1,Cr
527,28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,266.2,13.8,199.43,0.125,0,0,1.66,0,1,Cr
528,-28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,534.1,11.583,173.84,0.125,0,0,1.66,0,1,Cr
529,-25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,508,11.484,158.73,0.125,0,0,1.66,0,1,Cr
530,-22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,481.9,11.009,152.13,0.125,0,0,1.66,0,1,Cr
531,-18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,447.1,10.151,196.38,0.125,0,0,1.66,0,1,Cr
532,-15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,421,9.815,188.55,0.125,0,0,1.66,0,1,Cr
533,-12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,418.6,10.322,180.5,0.125,0,0,1.66,0,1,Cr
534,-8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,415.4,10.26,176.61,0.125,0,0,1.66,0,1,Cr
535,-5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,413,10.716,168.86,0.125,0,0,1.66,0,1,Cr
536,-2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,389.6,10.662,161.18,0.125,0,0,1.66,0,1,Cr
537,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,358.4,10.435,196.32,0.125,0,0,1.66,0,1,Cr
538,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,335,10.498,189.85,0.125,0,0,1.66,0,1,Cr
539,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,323.3,10.906,186.88,0.125,0,0,1.66,0,1,Cr
540,12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,307.7,11.051,178.55,0.125,0,0,1.66,0,1,Cr
541,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,296,11.133,174.88,0.125,0,0,1.66,0,1,Cr
542,18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,281,11.502,166.15,0.125,0,0,1.66,0,1,Cr
543,22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,261,11.693,199.58,0.125,0,0,1.66,0,1,Cr
544,25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,246,11.762,194.5,0.125,0,0,1.66,0,1,Cr
545,28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,231,11.882,188.6,0.125,0,0,1.66,0,1,Cr
546,-35,-15,45.79955,28.11964,26.08081,0,0,0,0,0,0,0,0,0,0,0,0,500.6316,11.43,208.11,0.145335364,0.10983094,-22.28583211,1.625852369,0.020708508,3,Al/Ti/Cr
